ticker;shortName;sector;industry;marketCap;regularMarketPrice;averageDailyVolume10Day;exDividendDate;dividendRate;dividendYield;fiveYearAvgDividendYield;fiftyDayAverage;twoHundredDayAverage;trailingPE;forwardPE;pegRatio;trailingEps;forwardEps;priceToBook;profitMargins;beta;market;timestamp
lss.pa;LECTRA;Technology;Software—Application;1001907520.0;26.45;11462.0;30/04/2024 02:00;0.36;0.0137;1.43;27.821;30.4575;31.488096;;;0.84;;3.238247;0.06384;1.178;Euronext;1723803420
ho.pa;THALES;Industrials;Aerospace & Defense;30714578944.0;149.55;156446.0;21/05/2024 02:00;3.4;0.0226;1.98;152.54;147.78925;32.370132;15.513485;1.61;4.62;9.64;4.217071;0.07247;0.56;Euronext;1723803420
syens.br;SYENSQO;Basic Materials;Chemicals;7386405376.0;70.52;221100.0;29/05/2024 02:00;1.62;0.023;;82.3404;86.543236;335.8095;9.491251;3.75;0.21;7.43;1.0544258;0.0032499998;;Euronext;1723803420
egr.pa;TRANSITION EVERGREEN;Financial Services;Asset Management;63371904.0;1.58;5885.0;29/06/2007 02:00;;;;1.7504;2.119225;;;;-0.19;;0.48392037;0.0;0.122;Euronext;1723803420
obel.br;ORANGE BELGIUM;Communication Services;Telecom Services;1007135808.0;14.92;2129.0;15/06/2021 02:00;;;2.84;14.7924;13.9266;inf;16.04301;0.66;0.0;0.93;1.0698408;0.00133;0.415;Euronext;1723803420
glo.pa;GL EVENTS;Industrials;Specialty Business Services;501971168.0;17.16;21399.0;02/07/2024 02:00;0.7;0.04;3.29;17.8914;19.2531;8.537313;7.120332;1.23;2.01;2.41;1.1420965;0.04224;1.49;Euronext;1723803420
su.pa;SCHNEIDER ELECTRIC SE;Industrials;Specialty Industrial Machinery;124549218304.0;221.55;927280.0;28/05/2024 02:00;3.5;0.015800001;2.11;222.992;203.4858;30.728155;23.594248;2.47;7.21;9.39;4.492457;0.105979994;0.972;Euronext;1723803420
sight.pa;GENSIGHT BIOLOGICS;Healthcare;Biotechnology;35534448.0;0.35;96420.0;;;;;0.3229;0.40887;;-0.53846157;;-0.54;-0.65;;0.0;2.251;Euronext;1723803420
xil.pa;XILAM ANIMATION;Communication Services;Entertainment;24502450.0;4.24;10959.0;;;;;4.1516;4.295875;3.9626164;26.5;;1.07;0.16;0.28531054;0.11377;0.926;Euronext;1723803420
tub.br;TUBIZE-FIN;Healthcare;Biotechnology;5021021184.0;112.8;26729.0;30/04/2024 02:00;0.97;0.0086;0.92;110.204;88.5955;55.566505;;;2.03;;2.7947772;0.0;0.448;Euronext;1723803420
chsr.pa;CHAUSSERIA;Consumer Cyclical;Footwear & Accessories;3361162.0;7.0;1.0;27/02/1987 01:00;;;;7.889;7.81975;7.291667;;;0.96;;0.6885697;0.21712999;-0.148;Euronext;1723803420
tract.pa;TERACT S.A.;Consumer Cyclical;Specialty Retail;59122516.0;0.806;38222.0;;;;;0.71856;1.179795;1.0074999;;;0.8;;0.20503688;-0.01582;0.663;Euronext;1723803420
bekb.br;BEKAERT;Industrials;Metal Fabrication;1840719872.0;35.12;33291.0;10/05/2024 02:00;1.8;0.0499;3.18;39.074;43.6694;7.7356825;6.3052063;1.15;4.54;5.57;0.8546468;0.05894;1.537;Euronext;1723803420
prox.br;PROXIMUS;Communication Services;Telecom Services;2095442816.0;6.495;451278.0;24/04/2024 02:00;1.4;0.2191;10.36;7.2288;7.85311;5.799107;5.9587154;-3.43;1.12;1.09;0.6087731;0.05888;0.284;Euronext;1723803420
lin.pa;LINEDATA SERVICES;Technology;Software—Application;350158336.0;70.6;350.0;08/07/2024 02:00;1.75;0.024500001;3.6;70.932;66.189;13.735409;16.19266;;5.14;4.36;3.0990736;0.13911;0.642;Euronext;1723803420
qfg.br;QUESTFOR GR-PRICAF;Financial Services;Asset Management;80741384.0;4.31;7919.0;05/04/2022 02:00;;;;4.4222;4.65835;;;;-0.37;;0.58148944;0.0;0.756;Euronext;1723803420
ips.pa;IPSOS;Industrials;Consulting Services;2387494144.0;55.45;55598.0;01/07/2024 02:00;1.65;0.0298;2.42;60.14;60.3088;13.458738;21.164124;;4.12;2.62;1.7025392;0.07428;0.986;Euronext;1723803420
aure.pa;AUREA;Industrials;Waste Management;47195668.0;5.04;838.0;06/07/2022 02:00;;;2.01;5.377;5.2104;10.285714;17.37931;;0.49;0.29;0.66578597;0.018860001;;Euronext;1723803420
ac.pa;ACCOR;Consumer Cyclical;Lodging;8643743744.0;35.48;731746.0;05/06/2024 02:00;1.18;0.033800002;2.18;37.301;37.6056;15.699115;13.805448;0.98;2.26;2.57;2.5127478;0.11968;1.256;Euronext;1723803420
lna.pa;LNA SANTE;Healthcare;Medical Care Facilities;251082656.0;24.55;1369.0;08/07/2024 02:00;0.6;0.024400001;1.21;25.532;21.9001;10.720524;10.767544;1.15;2.29;2.28;0.83871406;0.0318;0.808;Euronext;1723803420
asy.pa;ASSYSTEM;Industrials;Engineering & Construction;743875072.0;50.5;10828.0;10/07/2024 02:00;8.0;0.16;3.86;52.628;51.706;7.437408;13.98892;1.25;6.79;3.61;1.5660858;0.17662;1.054;Euronext;1723803420
cofb.br;COFINIMMO;Real Estate;REIT—Diversified;2343694592.0;61.55;53399.0;13/05/2024 02:00;6.2;0.1003;5.83;59.179;62.71125;;9.483822;-46.35;-1.68;6.49;0.66720146;-0.10341;0.735;Euronext;1723803420
elior.pa;ELIOR GROUP;Consumer Cyclical;Restaurants;842773568.0;3.324;409445.0;07/04/2020 02:00;;;3.17;3.07868;2.732955;;10.3875;-48.9;-0.31;0.32;1.0158924;-0.01176;2.5;Euronext;1723803420
sefer.pa;SERGEFERRARI GROUP;Industrials;Building Products & Equipment;69067720.0;5.86;2699.0;28/06/2024 02:00;0.12;0.020399999;1.05;6.1298;6.53175;14.650001;8.617647;;0.4;0.68;0.58448035;0.014400001;1.272;Euronext;1723803420
rect.br;RECTICEL;Industrials;Building Products & Equipment;663948288.0;11.82;28595.0;30/05/2024 02:00;0.31;0.025899999;2.4;12.6188;11.5797;;;;-0.16;;1.5146079;0.00625;1.246;Euronext;1723803420
camb.br;CAMPINE;Industrials;Waste Management;108750000.0;72.5;516.0;12/06/2024 02:00;3.0;0.042;4.54;75.18;73.3775;7.9670324;;;9.1;;1.5727705;0.04237;0.565;Euronext;1723803420
spie.pa;SPIE;Industrials;Engineering & Construction;5711558144.0;34.22;164523.0;14/05/2024 02:00;0.83;0.024400001;;35.164;32.4146;25.537313;13.633467;;1.34;2.51;2.9946618;0.02379;1.286;Euronext;1723803420
nedap.as;NEDAP;Technology;Information Technology Services;374888800.0;57.2;5062.0;15/04/2024 02:00;3.2;0.0556;4.49;60.2;63.121;21.749048;12.970522;;2.63;4.41;5.15594;0.06863;0.63;Euronext;1723803420
gnft.pa;GENFIT;Healthcare;Biotechnology;193959296.0;3.89;127717.0;;;;;3.9999;3.57285;;;;-0.58;;2.8435674;-0.83792;1.084;Euronext;1723803420
el.pa;ESSILORLUXOTTICA;Healthcare;Medical Instruments & Supplies;96667713536.0;212.2;365489.0;06/05/2024 02:00;3.95;0.0186;1.28;203.921;193.16934;42.18688;26.894804;2.32;5.03;7.89;2.47712;0.08876;0.892;Euronext;1723803420
efg.pa;EAGLE FOOTBALL GROUP;Communication Services;Entertainment;391306496.0;2.25;2144.0;09/12/2009 01:00;;;;2.1197;2.1257217;;-3.8135595;;-0.49;-0.59;25.2809;-0.5306;0.239;Euronext;1723803420
blv.pa;BELIEVE;Communication Services;Entertainment;1477072256.0;14.68;2606.0;;;;;14.648;13.45335;;91.75001;;-0.13;0.16;4.1669035;-0.014249999;1.348;Euronext;1723803420
nr21.pa;NR 21;Consumer Cyclical;Apparel Retail;2723866.0;37.0;0.0;;;;;38.804;50.437;11.783439;;;3.14;;;0.0;;Euronext;1723803420
faye.pa;FAYENC.SARREGUEMINES DIGOIN;Consumer Defensive;Household & Personal Products;4411211.0;16.2;0.0;05/11/2001 01:00;;;;18.314;18.6755;;;;-1.41;;0.9558087;0.0;-0.116;Euronext;1723803420
ags.br;AGEAS;Financial Services;Insurance—Diversified;7989688832.0;43.5;269637.0;05/06/2024 02:00;3.25;0.075;7.02;43.0136;41.49825;8.381503;5.9917355;0.36;5.19;7.26;1.0764929;0.12658;0.754;Euronext;1723803420
ben.pa;BENETEAU;Consumer Cyclical;Recreational Vehicles;742048064.0;9.2;99025.0;12/06/2024 02:00;0.73;0.0798;1.77;10.141;11.70675;4.693877;10.10989;0.27;1.96;0.91;0.86997634;0.12627;0.94;Euronext;1723803420
medcl.pa;MEDINCELL S.A.;Healthcare;Biotechnology;503180864.0;17.3;67047.0;;;;;14.8636;10.79155;;64.074066;;-0.88;0.27;;-2.0961099;1.166;Euronext;1723803420
fou.br;FOUNTAIN;Consumer Defensive;Food Distribution;7890023.0;1.32;50.0;25/06/2012 02:00;;;6.7;1.3512;1.241;7.3333335;;;0.18;;4.3421054;0.0373;-0.197;Euronext;1723803420
sop.pa;SOPRA STERIA GROUP;Technology;Information Technology Services;3427538176.0;168.9;44728.0;28/05/2024 02:00;4.65;0.0276;1.71;185.734;204.276;15.523896;8.283472;0.76;10.88;20.39;1.7419374;0.03198;1.255;Euronext;1723803420
poxel.pa;POXEL;Healthcare;Biotechnology;25439112.0;0.659;464496.0;;;;;0.5477;0.521355;;0.7163043;;-1.44;0.92;;0.0;1.636;Euronext;1723803420
seler.pa;SELECTIRENTE;Real Estate;REIT—Retail;356028832.0;85.5;29.0;11/06/2024 02:00;4.0;0.0468;3.95;85.28;88.5875;27.056961;;;3.16;;0.9687616;0.58529;0.242;Euronext;1723803420
azrn.as;AZERION GROUP N.V.;Communication Services;Electronic Gaming & Multimedia;179218688.0;1.49;19382.0;;;;;1.59068;1.74147;8.764706;7.45;;0.17;0.2;1.7185699;0.037550002;-1.031;Euronext;1723803420
mt.as;ARCELORMITTAL SA;Basic Materials;Steel;15810950144.0;20.19;2970809.0;11/11/2024 01:00;0.46;0.0231;3.15;21.1996;23.5373;;4.7172894;0.36;-0.53;4.28;0.30375063;-0.00934;1.763;Euronext;1723803420
proac.pa;PROACTIS SA;Technology;Software—Application;9142335.0;0.0675;4193.0;;;;;0.06422;0.0690925;;;;-0.01;;0.56250006;-0.04494;0.708;Euronext;1723803420
dim.pa;SARTORIUS STED BIO;Healthcare;Medical Instruments & Supplies;16663293952.0;171.25;61974.0;02/04/2024 02:00;0.69;0.004;0.5;167.616;213.30125;95.13889;34.181637;2.71;1.8;5.01;4.192988;0.06171;0.664;Euronext;1723803420
solv.br;SOLVAC NOM(RETAIL);Basic Materials;Chemicals;2137500032.0;100.0;1184.0;14/08/2024 02:00;6.97;0.069699995;5.15;107.542;111.663;16.778522;7.4906363;;5.96;13.35;0.84288603;25468.6;0.919;Euronext;1723803420
dbg.pa;DERICHEBOURG;Industrials;Waste Management;752589888.0;4.724;132984.0;14/02/2024 01:00;0.16;0.0339;2.55;4.61198;4.59361;5.760976;4.771717;-1.17;0.82;0.99;0.7570513;0.0274;1.909;Euronext;1723803420
bon.pa;BONDUELLE;Consumer Defensive;Packaged Foods;222071840.0;6.93;23497.0;02/01/2024 01:00;0.25;0.0363;2.59;6.5896;8.57035;;5.2499995;0.45;-0.03;1.32;0.29496893;-0.00041;0.505;Euronext;1723803420
fast.as;FASTNED;Consumer Cyclical;Specialty Retail;316317504.0;16.56;16707.0;;;;;17.8112;23.66305;;-17.431578;;-1.14;-0.95;2.1542864;-0.31811002;2.127;Euronext;1723803420
ajax.as;AJAX;Communication Services;Entertainment;187916320.0;10.25;1700.0;21/11/2023 01:00;0.09;0.0088;;10.323;10.3858;;-42.708336;;-0.53;-0.24;0.7132916;-0.06211;0.349;Euronext;1723803420
bsd.pa;BOURSE DIRECT;Financial Services;Capital Markets;279006720.0;5.18;3267.0;22/05/2024 02:00;0.16;0.0309;1.66;5.2088;5.25155;15.696968;15.235293;;0.33;0.34;3.6427565;0.25312;0.804;Euronext;1723803420
nrp.as;NEPI ROCKCASTLE N.V.;Real Estate;Real Estate—Diversified;4691864576.0;7.1;2801.0;13/03/2024 01:00;0.51;0.0722;7.55;6.732;6.254;9.466666;;;0.75;;1.0899601;0.6158;0.955;Euronext;1723803420
evs.br;EVS BROADC.EQUIPM.;Technology;Communication Equipment;394275904.0;29.1;27894.0;22/05/2024 02:00;1.2;0.0405;4.38;29.423;30.50425;10.898876;10.467627;4.47;2.67;2.78;2.0433958;0.21333;0.824;Euronext;1723803420
smar.br;SMARTPHOTO GROUP;Consumer Cyclical;Specialty Retail;95150984.0;26.8;398.0;13/05/2024 02:00;1.05;0.0392;2.72;27.49;27.8915;15.227272;12.407407;;1.76;2.16;1.9302794;0.08762;0.631;Euronext;1723803420
fer.as;FERROVIAL SE;Industrials;Infrastructure Operations;26102538240.0;36.1;1450.0;20/05/2024 02:00;0.97;0.026600001;;36.4984;34.8673;35.392155;;;1.02;;6.986646;0.08596;0.939;Euronext;1723803420
orege.pa;OREGE;Industrials;Waste Management;19341270.0;0.383;27701.0;;;;;0.31044;0.36836;;-3.1916666;;-0.2;-0.12;;0.0;1.301;Euronext;1723803420
areit.pa;ALTAREIT;Real Estate;Real Estate—Development;786761984.0;450.0;1.0;14/07/1989 02:00;;;;455.04;455.39;;;;-186.21;;1.0283082;-0.12837;0.243;Euronext;1723803420
rwi.as;RENEWI;Industrials;Waste Management;631676928.0;7.9;65330.0;27/06/2024 02:00;0.06;0.0075;;7.971;7.2727;14.905662;;;0.53;;2.1139953;-0.02019;1.222;Euronext;1723803420
fmonc.pa;MONCEY (FIN.) NOM.;Financial Services;Asset Management;1453824512.0;7950.0;4.0;25/06/2024 02:00;28.0;0.0034999999;0.41;7543.0;7464.75;107.53416;;;73.93;;0.8090485;0.0;0.455;Euronext;1723803420
bnp.pa;BNP PARIBAS ACT.A;Financial Services;Banks—Regional;68946501632.0;61.02;2860458.0;21/05/2024 02:00;4.6;0.0761;5.26;61.6322;61.8658;7.4323997;6.0;0.8;8.21;10.17;0.6264115;0.23196;1.618;Euronext;1723803420
cbot.pa;CBO TERRITORIA;Real Estate;Real Estate—Diversified;124979696.0;3.49;14308.0;12/06/2024 02:00;0.24;0.0686;6.48;3.537;3.63975;9.971429;8.512196;;0.35;0.41;0.5168074;0.16564;0.39;Euronext;1723803420
cov.pa;COVIVIO;Real Estate;REIT—Diversified;5431661056.0;49.02;105022.0;19/04/2024 02:00;3.3;0.0675;6.63;46.4336;45.8919;;11.927007;3.45;-7.36;4.11;0.66702956;-0.69408995;1.6;Euronext;1723803420
unbl.pa;UNIBEL;Consumer Defensive;Packaged Foods;1780681984.0;850.0;9.0;21/05/2024 02:00;9.0;0.0106;1.16;855.2;941.525;19.011408;;;44.71;;1.4431338;0.02335;0.117;Euronext;1723803420
kof.pa;KAUFMAN ET BROAD;Consumer Cyclical;Residential Construction;589460544.0;30.25;10339.0;09/05/2024 02:00;2.4;0.0796;6.83;29.463;29.22175;13.940092;10.842294;3.42;2.17;2.79;3.1916018;0.04217;1.106;Euronext;1723803420
van.br;VAN DE VELDE;Consumer Cyclical;Apparel Manufacturing;401427456.0;31.6;4717.0;02/05/2024 02:00;2.4;0.0756;5.29;30.86;32.84825;12.107281;11.048951;;2.61;2.86;2.440343;0.15915;0.583;Euronext;1723803420
bpost.br;BPOST;Industrials;Integrated Freight & Logistics;518002560.0;2.59;162864.0;15/05/2024 02:00;0.13;0.050100002;8.86;2.8341;3.6387;10.36;4.625;-0.43;0.25;0.56;0.46241742;0.01169;0.873;Euronext;1723803420
rno.pa;RENAULT;Consumer Cyclical;Auto Manufacturers;12067561472.0;41.77;1069337.0;22/05/2024 02:00;1.85;0.044899996;5.63;47.122;42.716026;8.238659;3.094074;0.24;5.07;13.5;0.37311968;0.02664;1.717;Euronext;1723803420
sfpi.pa;GROUPE SFPI;Industrials;Specialty Industrial Machinery;169657936.0;1.84;5702.0;21/06/2024 02:00;0.03;0.0163;;1.8821;1.872955;184.0;6.8148146;;0.01;0.27;0.68249255;0.00171;1.542;Euronext;1723803420
nex.pa;NEXANS;Industrials;Electrical Equipment & Parts;5319708160.0;121.6;143621.0;21/05/2024 02:00;2.3;0.0188;2.34;109.864;94.42175;20.786325;15.549871;1.14;5.85;7.82;2.9368434;0.03285;1.419;Euronext;1723803420
or.pa;L'OREAL;Consumer Defensive;Household & Personal Products;205423099904.0;384.0;454773.0;26/04/2024 02:00;6.6;0.0172;1.71;412.608;432.0345;31.735537;27.272728;3.8;12.1;14.08;6.930532;0.15167;0.709;Euronext;1723803420
arven.pa;ARVERNE GROUP;Utilities;Utilities—Renewable;;5.54;437.0;;;;;6.3564;7.861335;;;;;;1.1744753;-0.15293999;-0.089003;Euronext;1723803420
grvo.pa;GRAINES VOLTZ;Basic Materials;Agricultural Inputs;33749928.0;22.8;67.0;29/03/2022 02:00;;;2.88;23.798;26.282;23.030302;;;0.99;;0.44665593;0.011030001;0.886;Euronext;1723803420
cmbt.br;EURONAV;Energy;Oil & Gas Midstream;2973462272.0;15.31;39881.0;09/07/2024 02:00;6.47;0.41959998;4.85;15.151;15.889475;2.7989032;9.941559;;5.47;1.54;2.4240026;1.15528;-0.232;Euronext;1723803420
te.pa;TECHNIP ENERGIES N.V.;Energy;Oil & Gas Equipment & Services;3656513792.0;20.96;473276.0;21/05/2024 02:00;0.57;0.0274;;21.8772;21.54345;10.693877;8.806722;0.82;1.96;2.38;1.9217017;0.0573;0.768;Euronext;1723803420
frey.pa;FREY;Real Estate;REIT—Retail;904545664.0;28.4;161.0;21/05/2024 02:00;1.8;0.0638;4.83;27.784;27.685375;42.388058;13.148148;;0.67;2.16;0.8585508;0.16534;-0.027;Euronext;1723803420
envi.as;ENVIPCO;Industrials;Pollution & Treatment Controls;323066240.0;5.6;11966.0;;;;;5.857;4.58045;560.0;16.0;;0.01;0.35;6.9050555;0.03956;0.91;Euronext;1723803420
cbe.pa;ROBERTET CI;Basic Materials;Chemicals;1754977280.0;732.0;3.0;29/06/2017 02:00;;;2.96;749.772;760.343;20.49272;;;35.72;;3.2848532;0.10344;0.335;Euronext;1723803420
adp.pa;ADP;Industrials;Airports & Air Services;11297126400.0;114.4;68276.0;10/06/2024 02:00;3.82;0.0332;2.17;117.438;120.2435;17.902973;16.627907;-1.37;6.39;6.88;2.5838509;0.1314;1.32;Euronext;1723803420
asrnl.as;ASR NEDERLAND;Financial Services;Insurance—Diversified;9655797760.0;45.73;391868.0;31/05/2024 02:00;2.89;0.0633;5.57;44.8396;43.75505;8.693916;8.966667;-1.12;5.26;5.1;1.0335865;0.08512;0.912;Euronext;1723803420
rand.as;Randstad N.V.;Industrials;Staffing & Employment Services;7407137792.0;42.21;390418.0;26/09/2024 02:00;2.28;0.0542;3.86;44.1026;49.7634;15.183453;10.740458;5.18;2.78;3.93;1.8050803;0.020399999;1.286;Euronext;1723803420
jbog.pa;JACQUES BOGART;Consumer Defensive;Household & Personal Products;99288360.0;6.78;525.0;03/07/2024 02:00;0.2;0.0295;2.41;6.9832;6.7568;26.076925;10.119403;;0.26;0.67;1.1799513;0.01288;0.844;Euronext;1723803420
eden.pa;EDENRED;Financial Services;Credit Services;9192344576.0;37.54;499159.0;10/06/2024 02:00;1.1;0.0293;1.81;39.8774;47.79965;32.929825;;;1.14;;;0.11995;0.648;Euronext;1723803420
bur.pa;BURELLE;Consumer Cyclical;Auto Parts;653831680.0;373.0;41.0;30/07/2024 02:00;26.0;0.0708;2.96;372.0;405.305;5.784739;;;64.48;;0.4082906;0.01082;1.388;Euronext;1723803420
flob.br;FLORIDIENNE;Industrials;Conglomerates;602388800.0;615.0;38.0;17/07/2024 02:00;2.5;0.0041;2.83;653.9;667.775;169.42148;25.413223;;3.63;24.2;1.4886104;0.00644;0.481;Euronext;1723803420
viv.pa;VIVENDI SE;Communication Services;Entertainment;9565247488.0;9.58;1956243.0;30/04/2024 02:00;0.25;0.026199998;2.82;9.99712;9.82464;25.210526;11.011494;1.11;0.38;0.87;0.5708497;0.02624;0.872;Euronext;1723803420
peug.pa;PEUGEOT INVEST;Financial Services;Asset Management;2092469376.0;84.3;5489.0;29/05/2024 02:00;3.25;0.039100002;2.63;91.034;101.408;15.383212;9.825175;;5.48;8.58;0.35535735;0.50490004;1.47;Euronext;1723803420
ipn.pa;IPSEN;Healthcare;Drug Manufacturers—Specialty & Generic;8691676160.0;105.1;62578.0;30/05/2024 02:00;1.2;0.0114;1.2;111.538;109.2515;13.220126;10.541624;2.51;7.95;9.97;2.1518366;0.19830999;0.598;Euronext;1723803420
nrg.pa;NRJ GROUP;Communication Services;Broadcasting;610072768.0;7.88;6885.0;03/06/2024 02:00;0.34;0.0434;;7.7888;7.5475;12.3125;13.355933;12.42;0.64;0.59;0.87361413;0.1201;0.37;Euronext;1723803420
nse.as;New Sources Energy N.V.;Utilities;Utilities—Renewable;1284311.0;0.0155;21434.0;;;;;0.0174;0.0251825;;;;-0.01;;15.499999;0.0;-0.233;Euronext;1723803420
lpe.pa;LAURENT-PERRIER;Consumer Defensive;Beverages—Wineries & Distilleries;698285056.0;118.0;202.0;18/07/2024 02:00;2.1;0.0178;1.29;119.75;121.1275;11.614173;9.90764;2.85;10.16;11.91;1.1685367;0.20337;0.194;Euronext;1723803420
mopf.br;MOPOLI FOND;Financial Services;Asset Management;39721000.0;7850.0;0.0;21/11/2001 01:00;;;;8162.0;8631.0;1427.2727;;;5.5;;;0.0;;Euronext;1723803420
lotb.br;LOTUS BAKERIES;Consumer Defensive;Packaged Foods;8835716096.0;10840.0;506.0;17/05/2024 02:00;58.0;0.0054;0.77;9973.4;8976.2;61.80512;53.804535;3.73;175.39;201.47;12.676583;0.12246;0.311;Euronext;1723803420
clari.pa;CLARIANE SE;Healthcare;Medical Care Facilities;719940864.0;2.024;1200387.0;21/06/2023 02:00;0.16;0.0718;1.94;2.08944;2.313515;;-50.6;-0.39;-0.82;-0.04;0.06008252;-0.03556;1.061;Euronext;1723803420
crto.pa;CRCAM TOURAINE CCI;Financial Services;Banks—Regional;418328672.0;66.53;129.0;23/04/2024 02:00;3.19;0.0479;3.77;69.8068;73.00815;3.7418447;;;17.78;;0.15744212;0.33672002;0.674;Euronext;1723803420
fgr.pa;EIFFAGE;Industrials;Engineering & Construction;8533524480.0;91.76;220213.0;20/05/2024 02:00;4.1;0.044899996;2.2;90.7882;96.43495;8.71415;7.89673;1.42;10.53;11.62;1.3364989;0.045289997;1.205;Euronext;1723803420
ovh.pa;OVH;Technology;Software—Infrastructure;1149953408.0;6.055;75908.0;;;;;5.5649;7.764775;;151.375;-1.29;-0.16;0.04;2.9152625;-0.03281;1.202;Euronext;1723803420
augr.pa;AUGROS COSMETICS;Consumer Cyclical;Packaging & Containers;9362364.0;6.6;28.0;09/07/1999 02:00;;;;6.053;6.60475;;;;-0.54;;3.6666667;-0.03667;0.323;Euronext;1723803420
crbn.as;CORBION;Basic Materials;Specialty Chemicals;1240983936.0;21.36;78058.0;17/05/2024 02:00;0.61;0.028800001;1.81;19.7936;19.1772;15.940299;14.630137;1.35;1.34;1.46;1.6449751;0.14814;0.957;Euronext;1723803420
psat.pa;PASSAT;Consumer Cyclical;Specialty Retail;19609558.0;4.96;3341.0;22/06/2017 02:00;;;7.89;5.582;5.32045;8.857142;;;0.56;;0.4910891;0.03435;0.657;Euronext;1723803420
sdg.pa;SYNERGIE;Industrials;Staffing & Employment Services;762115264.0;32.5;6351.0;29/06/2023 02:00;0.8;0.0248;2.2;33.094;33.2075;10.220125;9.67262;1.06;3.18;3.36;1.1663377;0.02409;1.372;Euronext;1723803420
arcad.as;ARCADIS;Industrials;Engineering & Construction;5678184960.0;62.95;220794.0;10/05/2024 02:00;0.85;0.0135;3.32;61.347;54.98875;27.977777;17.437674;0.91;2.25;3.61;4.99405;0.040289998;1.126;Euronext;1723803420
amun.pa;AMUNDI;Financial Services;Asset Management;13636642816.0;66.95;119935.0;03/06/2024 02:00;4.1;0.0617;;64.288;62.8255;11.347457;9.702898;1.6;5.9;6.9;1.1977814;0.19869;1.228;Euronext;1723803420
kin.br;KINEPOLIS GROUP;Communication Services;Entertainment;1050414336.0;39.3;19277.0;13/05/2024 02:00;0.55;0.014199999;1.77;36.315;40.918;19.359606;12.885246;1.23;2.03;3.05;5.4289265;0.0926;1.472;Euronext;1723803420
cmcom.as;CM.COM;Technology;Software—Application;198035040.0;6.8;13324.0;;;;;7.0498;7.512625;;-6.538462;;-0.63;-1.04;10.365853;-0.068119995;1.597;Euronext;1723803420
inpst.as;INPOST S.A.;Industrials;Specialty Business Services;7837146112.0;15.68;289704.0;;;;;16.0256;14.364995;42.37838;19.6;8.99;0.37;0.8;4.984107;0.08478;1.223;Euronext;1723803420
avtx.as;AVANTIUM;Basic Materials;Specialty Chemicals;204368432.0;2.565;156133.0;;;;;2.5124;2.6390104;;-6.5769234;;-0.61;-0.39;2.4016855;-1.59401;1.096;Euronext;1723803420
light.as;SIGNIFY NV;Industrials;Electrical Equipment & Parts;2707350528.0;21.46;310254.0;16/05/2024 02:00;1.55;0.0721;;23.402;26.36955;11.294737;6.40597;1.18;1.9;3.35;0.9519585;0.03837;1.198;Euronext;1723803420
crap.pa;CRCAM ALP.PROV.CCI;Financial Services;Banks—Regional;539466560.0;72.55;57.0;19/04/2024 02:00;3.72;0.0513;4.0;74.2692;73.81255;4.6387467;;;15.64;;0.16365081;0.29356;0.715;Euronext;1723803420
arg.pa;ARGAN;Real Estate;REIT—Industrial;1921500544.0;75.7;7448.0;27/03/2024 01:00;3.15;0.0417;2.85;75.502;77.894;18.925;12.4711685;2.56;4.0;6.07;0.87258226;0.41105998;0.764;Euronext;1723803420
mrn.pa;MERSEN;Industrials;Electrical Equipment & Parts;752757952.0;30.9;27397.0;02/07/2024 02:00;1.25;0.0404;2.7;33.357;34.713;10.065146;7.705735;0.66;3.07;4.01;0.92539907;0.06242;1.426;Euronext;1723803420
elec.pa;ELEC.STRASBOURG;Utilities;Utilities—Renewable;759955328.0;106.0;775.0;28/06/2024 02:00;8.6;0.0808;4.5;110.03;108.897;5.3998985;;;19.63;;1.6023945;0.055760004;0.451;Euronext;1723803420
whats.br;WHAT'S COOKING GROUP;Consumer Defensive;Packaged Foods;126962712.0;68.4;301.0;01/07/2024 02:00;4.28;0.062800005;3.68;72.98;70.185;16.402878;5.8813415;;4.17;11.63;1.0093856;0.0092;0.445;Euronext;1723803420
ec.pa;TOTALENERGIES EP GABON;Energy;Oil & Gas E&P;738000000.0;164.0;1090.0;26/06/2024 02:00;20.75;0.1269;22.97;163.14;162.2535;30.769232;;;5.33;;0.42597625;0.05939;0.806;Euronext;1723803420
cour.pa;COURTOIS;Real Estate;Real Estate Services;8610483.0;119.0;1.0;30/05/2023 02:00;2.75;0.022;2.03;119.54;126.485;;;;-2.33;;0.4548356;-0.11923;0.324;Euronext;1723803420
cs.pa;AXA;Financial Services;Insurance—Diversified;74885316608.0;33.25;3512782.0;30/04/2024 02:00;1.98;0.059899997;5.3;31.7474;31.583124;11.545138;8.704188;1.09;2.88;3.82;1.5327524;0.08145001;1.259;Euronext;1723803420
crlo.pa;CRCAM LOIRE HAUTE LOIRE CCI;Financial Services;Banks—Regional;441593344.0;54.5;220.0;05/06/2024 02:00;2.76;0.051599998;3.54;58.1928;57.67095;6.519139;;;8.36;;0.16686058;0.18524;0.61;Euronext;1723803420
tweka.as;TKH GROUP N.V.;Technology;Communication Equipment;1474910208.0;37.06;91902.0;09/05/2024 02:00;1.7;0.0464;3.6;40.8236;39.1893;9.105651;9.105651;;4.07;4.07;1.7651821;0.08969;1.686;Euronext;1723803420
titc.br;TITAN CEMENT;Basic Materials;Building Materials;2383305728.0;32.0;9842.0;25/06/2024 02:00;0.85;0.026400002;;30.305;26.1406;7.7858877;;;4.11;;1.4770366;0.11607;1.174;Euronext;1723803420
